886,樹葉偵探大雄
1192,大雄和大雄
963,謊言成真擴音器
1193,寬廣的日本
747,重建破舊旅館
823,哆啦A夢和小超人帕門危機一髮!?
836,大預言・世界末日
1194,掃把星的尾巴
1195,海報上的大雄
1196,胖虎拉麵來啦！
1197,蓄電衣
1198,魔術師大雄的聖誕奇蹟
1199,植物筆
1200,趕走煩惱！
288,再見哆啦A夢
1201,胖虎是警察！？
1202,小夫的驕傲是大家的驕傲
1203,漫步在雲端
1204,隨時日記
1118,電視取物黏膠
1205,疲勞膏
1206,來玩改一個字遊戲
1207,未知遭遇機
1208,在月球隕石坑玩滑板！
1209,神準的舌相占卜！
1210,發射塗鴉！
1211,誠實太郎
1212,奉還疼痛的鏡子
584,烤番薯的心情
1213,平交道組合
1214,漫畫家小珠
M40,大雄的新恐龍
1215,咚迦隆村的荷伊
1216,多啦美的賞花蜜瓜包
1217,鞠躬蚱蜢
1218,抓住夢想！寶藏之星
1219,說謊機
1220,哭泣的小珠
1221,用整形黏土變苗條
1222,取物套繩
1223,吸盤金幣
545,獨裁按鈕
675,大雄的紙箱太空站
1224,颱風風子
1225,萬能輔助石頭
749,哆啦哆啦源平合戰：拯救靜香御前
1226,母親節要聽媽媽的話
1227,透視慾望槍
1228,惡魔卡
1229,如同所見畫家帽
1230,偷媽媽的鑽石
481,口袋裡的靜香
1231,地圖注射器
1232,輕重燈
1233,性格轉移痣
1234,電腦丸的叛亂
1235,可愛的胖虎
1236,創作歌手
1237,雨蛙能量飲料
1238,影像播放鏡
1239,地獄中的胖虎
1240,報社組合
1241,備用的四次元百寶袋
1242,哪邊才是謊言！配合說謊器
1243,釣到大海怪！
1244,無憂無慮的蝸牛屋
1245,出木杉變小一樣厲害
1246,勇闖靜香胃中
1247,去郊遊
1248,風神騷動
248,幽靈出現了
1249,大雄的兒子離家出走
1250,夢風鈴
1251,把靜香要回來
934,立場交換搶
1252,拜託你了！動物環
794,用諧音笑話打敗你
1253,全都是寶物！牽強附會鑑定師
1254,取物皮包
1172,銅鑼燒消失之日
1255,銅鑼燒星人的反擊！？
1256,找出來！野比家的差勁祖先
1257,召喚勝利的啦啦隊手套
1258,來來貓餅乾
627,後山的哆啦A夢城
1259,大雄漂流記
646,狸貓機
1260,四度空間增建盒
493,安心！胖虎保險
1261,隱形棒
1262,大富翁大雄
S,自動增減杯
1263,有好多疊詞形容詞
1264,津津有味地看書吧
S,變色龍茶
1265,像真的一樣！？自然觀察塑膠模型系列
1266,偷窺板
S,吸重槍
1267,四季徽章
1268,無精打採的胖虎
1269,任意夾娃娃機
1270,緣分線
1271,跌七次瓢蟲
1272,實感帽
1273,動漫放映機
1274,小珠的漫畫新作
662,宇宙戰艦襲擊了大雄
1275,馬竹快回來
1276,算了算了棒
1277,童話樂園入場券
1278,發射自家用衛星吧
1279,電動滑雪杖
1280,交給接力！自動送回貨簽
1281,萬寶槌百貨公司
899,做到飽維京裝
1282,用陶輪度過愉快的耶誕節
1283,飛天哆啦美！？迷你熱氣球
1284,今年的失敗就留在今年
286,銀河鐵路之夜
